"Projet","Titre","Description","Assigné à","Progression","Étape","Date de début","Date de fin","Heures passées","Heures passées sur les sous-tâches","Heures prévues initialement","Heures prévues sous-tâches","Heures restantes","Tâche parente","Sous-tâches","Étiquette d'état Kanban"
"LIFT","Accompagnement stratégique et participation aux réunions de suivi bimensuelles (consultant junior)","<p><br></p>","Clément Mandron","100.0","A faire","2022-12-01 14:46:07","2023-03-31 13:46:07","14.0","0.0","7.0","0.0","-7.0","","","En cours"
"Challenge Data #5","Noter ses équipes:Clem M","<p><br></p>","Clément Mandron","0.0","Post-challenge","","","1.5","0.0","0.0","0.0","-1.5","Noter ses équipes","","Prêt"
"Challenge Data #5","Supports et méthodologie: Diane","<p><br></p>","Diane Thierry","0.0","Pré-challenge","","","15.0","0.0","0.0","0.0","-15.0","Supports et méthodologie","","Prêt"
"Animation nationale du PCRS","Reations locales","<p><br></p>","François Lacombe","19.29","En cours","2022-10-03 17:18:27","2023-06-30 17:18:27","13.5","0.0","70.0","0.0","56.5","","","En cours"
"Nouveau programme d'acculturation [BercyHub]","2023:Modifications mineures pour les 6 ateliers restants - Clément","<p><br></p>","Clément Mandron","100.0","En cours","","","13.0","0.0","5.0","0.0","-8.0","2023","","En cours"
"[BdM] Challenge data interne","Présentation atelier 3","","Guillaume Martin","0.0","ToDo","","","0.0","0.0","0.0","0.0","0.0","Préparation et animation des ateliers","","En cours"
"Catalogue des contenus","Plaquette exposition Souriez, vous êtes captés","<p>https://nextcloud.datactivist.coop/f/570253<br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Tâches non facturables à timesheeter","Veille","","Sarah Bourgouin","0.0","Interne","","","2.0","0.0","0.0","48.0","-2.0","","Joël Gombin","En cours"
"Data Challenge GD4H/Ecolab","Trouver les intervenants","<p><br></p>","Sarah Bourgouin","0.0","Phase 2","","","0.0","0.0","0.0","0.0","0.0","Organiser 2 masterclass","","En cours"
"Data Challenge GD4H/Ecolab","Mise en place de l'infrastructure","<p><br></p>","Anthony Gigerich","100.0","Phase 1","2023-02-01 23:00:00","2023-04-04 22:00:00","5.0","75.75","49.0","0.0","-31.75","","Sarah Bourgouin","En cours"
"Animation nationale du PCRS","Entretien OpenIG","<p><br></p>","François Lacombe","0.0","Terminé","","","2.0","0.0","0.0","0.0","-2.0","","","Prêt"
"Définition d'une organisation cible du Datalab Normandie","Phase 2 : Etude des conditions et modalités de création d'une structure commune","<p><br></p>","","0.0","Phase B - Etude des conditions d'une création d'une structure commune (Parme Avocats)","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Observatoire de la TE","Atelier 6 édito 17/02","<p><br></p>","François Lacombe","0.0","Terminé","","","2.5","0.0","0.0","0.0","-2.5","","","Prêt"
"France Data Réseau","Apcom - Production de données","<p><br></p>","François Lacombe","0.0","Terminé","","","33.5","0.0","0.0","0.0","-33.5","","","Prêt"
"Projet Interne: Déploiement outils Just Odoo It","Droits pour changement date d'un devis","<p>J'ai attribué à Emeline tous les droits qui me paraissaient pertinents, pourtant elle ne peut pas modifier la date d'un devis (date_order de sale.order) tandis que moi je peux le faire. Quel droit dois-je lui attribuer pour qu'elle puisse le faire ? <br></p>","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Challenge Data #5","Noter ses équipes:Diane","<p><br></p>","Diane Thierry","0.0","Post-challenge","","","1.5","0.0","0.0","0.0","-1.5","Noter ses équipes","","Prêt"
"Tâches non facturables à timesheeter","Déplacement","<p><br></p>","","0.0","Interne","","","29.0","0.0","0.0","0.0","-29.0","","","En cours"
"Nouveau programme d'acculturation [BercyHub]","2023:Animation 6 ateliers restants (Clément)","<p><br></p>","Clément Mandron","66.67","En cours","","","16.0","0.0","24.0","0.0","8.0","2023","","En cours"
"[BdM] Challenge data interne","Présentation atelier 4","","Guillaume Martin","0.0","ToDo","","","0.0","0.0","0.0","0.0","0.0","Préparation et animation des ateliers","","En cours"
"Challenge Data #5","Communication challenge","<p><br></p>","","0.0","Pré-challenge","","","0.0","24.0","0.0","0.0","-24.0","","Anthony Gigerich","Prêt"
"Catalogue des contenus","L'ouverture des données de la commande publique","<p>https://docs.google.com/presentation/d/1qgprHzP1UYw1Y3IJ3LHZ3soykHZz36ca/edit?usp=sharing&amp;ouid=107881160402127497863&amp;rtpof=true&amp;sd=true<br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Animation nationale du PCRS","Redaction documentation","<p><br></p>","François Lacombe","57.5","En cours","2022-10-03 08:27:11","2023-06-30 08:27:11","11.5","0.0","20.0","0.0","8.5","","","En cours"
"Data Challenge GD4H/Ecolab","Préparation masterclass 1","<p><br></p>","Sarah Bourgouin","0.0","Phase 2","","","0.0","0.0","0.0","0.0","0.0","Organiser 2 masterclass","","En cours"
"Animation nationale du PCRS","Présentation FranceTHD","<p><br></p>","François Lacombe","0.0","Terminé","","","1.0","0.0","0.0","0.0","-1.0","","","Prêt"
"Observatoire de la TE","Atelier 11 data 14-15/03","<p><br></p>","François Lacombe","0.0","Terminé","","","2.0","0.0","0.0","0.0","-2.0","","","Prêt"
"France Data Réseau","Copil T3-2022","<p><br></p>","François Lacombe","0.0","Terminé","","","15.0","0.0","0.0","0.0","-15.0","","","Prêt"
"Projet Interne: Déploiement outils Just Odoo It","Import clients et fournisseurs avec compte tiers correspondant","","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Nouveau programme d'acculturation [BercyHub]","2023:Fin de mission (réunions, suivi de projet, ...) - Clément","<p><br></p>","Clément Mandron","75.0","En cours","","","3.0","0.0","4.0","0.0","1.0","2023","","En cours"
"Challenge Data #5","Rédaction bilan synthétique","<p><br></p>","Guillaume Martin","0.0","Post-challenge","","","4.0","0.0","0.0","0.0","-4.0","","","Prêt"
"[BdM] Challenge data interne","Présentation atelier 5","","Guillaume Martin","0.0","ToDo","","","0.0","0.0","0.0","0.0","0.0","Préparation et animation des ateliers","","En cours"
"Tâches non facturables à timesheeter","Veille:Joël","<p><br></p>","Joël Gombin","0.0","Interne","2023-01-01 14:49:12","2023-12-30 23:00:00","0.0","0.0","48.0","0.0","48.0","Veille","","En cours"
"Challenge Data #5","Communication:Création site-web et réseaux sociaux : Anthony","<p><br></p>","Anthony Gigerich","0.0","Pré-challenge","","","24.0","0.0","0.0","0.0","-24.0","Communication challenge","","Prêt"
"Catalogue des contenus","Découvrir l’outil d’annotation Prodigy","<p>https://datactivist.coop/prodigy_textcat/#1<br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Data Challenge GD4H/Ecolab","Enregistrement masterclass 1","<p><br></p>","Sarah Bourgouin","0.0","Phase 2","","","0.0","0.0","0.0","0.0","0.0","Organiser 2 masterclass","","En cours"
"Animation nationale du PCRS","Entretien CRIGE Normandie","<p><br></p>","François Lacombe","0.0","Terminé","","","2.0","0.0","0.0","0.0","-2.0","","","Prêt"
"Observatoire de la TE","Atelier 14 data","","François Lacombe","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"France Data Réseau","Atelier congrès FNCCR","<p><br></p>","François Lacombe","0.0","Terminé","","","10.0","0.0","0.0","0.0","-10.0","","","Prêt"
"Projet Interne: Déploiement outils Just Odoo It","Création pistes par mail","<p>Hello,</p><p>j'ai l'impression que la création de pistes par envoi de mail à leads@datactivist.coop ne fonctionne plus... une idée de pourquoi ?<br></p>","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Challenge Data #5","Facture illustrations CD5 Anne-Cécile Calléjon","<p><b>Pour rappel</b> : il s'agit des illustrations réalisées par Anne-Cécile Calléjon pour illustrer les carnets de bord de la cinquième édition du Challenge Data à Science Po St Germain en Laye.<br></p><p>50% de 1.800 euros ont été payés comme acompte le 15 décembre. Reste donc à payer les 50% restants aujourd'hui, soit 900 euros.<br></p><p><br></p><p><b>Son devis</b> : <a href=""/web/content/9962?access_token=eee6d6b5-4ef7-45c6-b266-3ff8053e089a&amp;unique=36693c73be0b5910bf60cc7ce8533cf68f0e6ca8&amp;download=true"" class=""o_image"" title=""ContratCommandeChallengeData2022.pdf"" data-mimetype=""application/pdf""></a><br></p>","Stéphanie Trichard","0.0","Post-challenge","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"Tâches non facturables à timesheeter","Veille: Anne-Laure","<p><br></p>","Anne-Laure Donzel","0.0","Interne","","","2.0","0.0","0.0","0.0","-2.0","","","En cours"
"[BdM] Challenge data interne","Animation en présentiel Sarah","<p><br></p>","Sarah Bourgouin","0.0","ToDo","2023-03-09 12:39:14","2023-05-11 11:39:14","0.0","0.0","35.0","0.0","35.0","Préparation et animation des ateliers","","En cours"
"Catalogue des contenus","Formation à la cartographie participative","<p><br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Data Challenge GD4H/Ecolab","Préparation masterclass 2","<p><br></p>","Sarah Bourgouin","0.0","Phase 2","","","0.0","0.0","0.0","0.0","0.0","Organiser 2 masterclass","","En cours"
"Animation nationale du PCRS","Réunion IGN/DGPR","<p><br></p>","François Lacombe","0.0","Terminé","","","4.0","0.0","0.0","0.0","-4.0","","","Prêt"
"Observatoire de la TE","Atelier 10 data 07/03","<p><br></p>","François Lacombe","0.0","Terminé","","","2.5","0.0","0.0","0.0","-2.5","","","Prêt"
"France Data Réseau","IRVE - Atelier prise en main restitutions","<p><br></p>","François Lacombe","0.0","Terminé","","","4.5","0.0","0.0","0.0","-4.5","","","Prêt"
"Projet Interne: Déploiement outils Just Odoo It","nom devis","<p>Quand on enregistre le pdf d'un devis, par défaut le nom est Quotation + un numero de série. Serait-il possible de remplacer Quotation par Devis ? <br></p>","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Animation nationale du PCRS","Atelier 16/03","<p><br></p>","Magalie Dartus","0.0","Terminé","","","17.0","0.0","0.0","0.0","-17.0","","","En cours"
"Challenge Data #5","Réflexion post-mortem","<p><br></p>","","0.0","Post-challenge","","","24.5","4.5","0.0","0.0","-29.0","","Maëlle Fouquenet","Prêt"
"[BdM] Challenge data interne","Animation en présentiel Guillaume","<p><br></p>","Guillaume Martin","11.43","ToDo","2023-03-09 12:39:57","2023-05-11 11:39:57","4.0","0.0","35.0","0.0","31.0","Préparation et animation des ateliers","","En cours"
"Catalogue des contenus","Exploration de la base de données OSM avec Overpass-Turbo","<p>https://datactivist.coop/atelier-osm/#1<br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Tâches non facturables à timesheeter","RH","","Sarah Bourgouin","0.0","Interne","","","7.17","0.0","0.0","84.0","-7.17","","Joël Gombin","En cours"
"Data Challenge GD4H/Ecolab","Enregistrement masterclass 2","<p><br></p>","Sarah Bourgouin","0.0","Phase 2","","","0.0","0.0","0.0","0.0","0.0","Organiser 2 masterclass","","En cours"
"France Data Réseau","Apcom - Atelier prise en main restitutions","<p><br></p>","François Lacombe","0.0","Terminé","","","8.0","0.0","0.0","0.0","-8.0","","","Prêt"
"Projet Interne: Déploiement outils Just Odoo It","Intégration google calendar","<p>Vous pourrez nous déployer le module google calendar ? qu'on puisse tester si c'est jouable à court terme ou si on continue de gérer les agendas sur basecamp.</p><p>Merci ! <br></p>","Mathieu Elabore","0.0","Terminé","2021-12-20 16:21:22","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Animation nationale du PCRS","GT OpenIG","<p><br></p>","Magalie Dartus","0.0","Terminé","","","4.5","0.0","0.0","0.0","-4.5","","","En cours"
"Data Challenge GD4H/Ecolab","Evénement de clôture","","Sarah Bourgouin","0.0","Phase 2","","","0.67","0.0","0.0","0.0","-0.67","","","En cours"
"Tâches non facturables à timesheeter","RH:Joël","<p><br></p>","Joël Gombin","0.0","Interne","2023-01-01 14:50:28","2023-12-30 23:00:00","0.0","0.0","84.0","0.0","84.0","RH","","En cours"
"[BdM] Challenge data interne","Peaufinage données et visualisations","<p><br></p>","Guillaume Martin","0.0","ToDo","2023-05-12 08:04:34","2023-06-01 08:04:34","0.0","0.0","14.0","7.0","14.0","","Sarah Bourgouin","En cours"
"Catalogue des contenus","Travailler avec les données à des fins journalistiques","<p>https://datactivist.coop/unicergy/jour2.html#1</p><p>https://datactivist.coop/unicergy/jour3.html#1<br></p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Data Challenge GD4H/Ecolab","Préparer les modèles pour homogénéiser les productions","<p><br></p>","Clément Feyt","0.0","Phase 1","2023-02-02 05:39:54","2023-04-05 04:39:54","0.0","0.0","56.0","42.0","56.0","","Clément Feyt","En cours"
"Observatoire de la TE","Atelier 8 data 21-22/02","<p><br></p>","François Lacombe","0.0","Terminé","","","8.0","0.0","0.0","0.0","-8.0","","","Prêt"
"France Data Réseau","Apcom - atelier Infranum","","François Lacombe","0.0","Terminé","","","2.0","0.0","0.0","0.0","-2.0","","","Prêt"
